Major,Year,Term,Course Code,Course Name,Hours
Chemical Engineering,Fourth Year,Second Semester,,Technical Elective (List 1),3
Chemical Engineering,Fourth Year,First Semester,,"Technical Elective (400 level, List 1 or 2)",3
Chemical Engineering,Fourth Year,Second Semester,,General Education course (choose a Social & Behavioral Sciences course with Cultural Studies designation),3
Chemical Engineering,Fourth Year,First Semester,,"Technical Elective (400 level, List 1)",3
Chemical Engineering,Fourth Year,Second Semester,,General Education course (choose Humanities course with Cultural Studies designation),3
Chemical Engineering + Data Science,First Year,First Semester,ENG 100,ENG 100,1
Chemical Engineering + Data Science,First Year,Second Semester,CHBE 121,CHBE 121,1
Chemical Engineering + Data Science,First Year,First Semester,CHEM 202,CHEM 202,3
Chemical Engineering + Data Science,First Year,Second Semester,CHEM 204,CHEM 204,3
Chemical Engineering + Data Science,First Year,First Semester,CHEM 203,CHEM 203,2
