Major,Year,Term,Course Code,Course Name,Hours
Dietics and Nutrition,Second Year,First Semester,EPSY 201,EPSY 201,3
Dietics and Nutrition,Second Year,Second Semester,,General Education course,3
Dietics and Nutrition,Second Year,First Semester,,General Education course,3
Dietics and Nutrition,Second Year,Second Semester,,General Education course,3
Dietics and Nutrition,Second Year,First Semester,,Elective course,3
Dietics and Nutrition,Second Year,Second Semester,,Elective course,3
Dietics and Nutrition,Second Year,First Semester,,Elective course,3
Dietics and Nutrition,Second Year,Second Semester,,Elective course,1
Dietics and Nutrition,Third Year,First Semester,CI 422,CI 422,3
Dietics and Nutrition,Third Year,Second Semester,CI 420,CI 420,5
Dietics and Nutrition,Third Year,First Semester,CI 465,CI 465,3
Dietics and Nutrition,Third Year,Second Semester,CI 424,CI 424,3
Dietics and Nutrition,Third Year,First Semester,EPSY 401,EPSY 401,3
Dietics and Nutrition,Third Year,Second Semester,CI 443,CI 443,3
Dietics and Nutrition,Third Year,First Semester,HDFS 301,HDFS 301,4
Dietics and Nutrition,Third Year,Second Semester,CI 466,CI 466,3
Dietics and Nutrition,Third Year,First Semester,SPED 450,SPED 450,3
Dietics and Nutrition,Fourth Year,First Semester,ART 201,ART 201,2
Dietics and Nutrition,Fourth Year,Second Semester,CI 445,CI 445,3
Dietics and Nutrition,Fourth Year,First Semester,CI 421,CI 421,3
Dietics and Nutrition,Fourth Year,Second Semester,EDPR 432,EDPR 432,12
Dietics and Nutrition,Fourth Year,First Semester,EDPR 420,EDPR 420,4
Dietics and Nutrition,Fourth Year,First Semester,MUS 345,MUS 345,2
Dietics and Nutrition,Fourth Year,First Semester,SPED 414,SPED 414,3
Dietics and Nutrition,Fourth Year,First Semester,SPED 465,SPED 465,3
Electrical Engineering,First Year,First Semester,ECE 110,ECE 110,3
Electrical Engineering,First Year,Second Semester,ECE 120,ECE 120,4
Electrical Engineering,First Year,First Semester,MATH 221,MATH 221,4
Electrical Engineering,First Year,Second Semester,MATH 231,MATH 231,3
Electrical Engineering,First Year,First Semester,CHEM 102,CHEM 102,3
Electrical Engineering,First Year,Second Semester,PHYS 211,PHYS 211,4
Electrical Engineering,First Year,First Semester,CHEM 103,CHEM 103,1
Electrical Engineering,First Year,Second Semester,,Free elective course,3
Electrical Engineering,First Year,First Semester,ENG 100,ENG 100,1
Electrical Engineering,First Year,Second Semester,,General Education (Choose a Humanities or Social/Behavioral Science course) or Composition I course,3-4
Electrical Engineering,First Year,First Semester,,Composition I or General Education (Choose a Humanities or Social/Behavioral Science course),4-3
Electrical Engineering,Second Year,First Semester,ECE 220,ECE 220,4
Electrical Engineering,Second Year,Second Semester,ECE 210,ECE 210,4
Electrical Engineering,Second Year,First Semester,MATH 241,MATH 241,4
Electrical Engineering,Second Year,Second Semester,MATH 285,MATH 285,3
Electrical Engineering,Second Year,First Semester,PHYS 212,PHYS 212,4
Electrical Engineering,Second Year,Second Semester,PHYS 213,PHYS 213,2
Electrical Engineering,Second Year,First Semester,MATH 257,MATH 257,3
Electrical Engineering,Second Year,Second Semester,PHYS 214,PHYS 214,2
Electrical Engineering,Second Year,First Semester,,General Education course (choose a Humanities or Social/Behavioral Science course with Cultural Studies designation),3
Electrical Engineering,Second Year,Second Semester,,Language Other Than English (3rd level) course,4
Electrical Engineering,Third Year,First Semester,ECE 329,ECE 329,3
Electrical Engineering,Third Year,Second Semester,ECE 313,ECE 313,3
Electrical Engineering,Third Year,First Semester,ECE 385,ECE 385,3
Electrical Engineering,Third Year,Second Semester,ECE 340,ECE 340,3
Electrical Engineering,Third Year,First Semester,,Technical elective course,3
Electrical Engineering,Third Year,Second Semester,,Technical elective course,3
Electrical Engineering,Third Year,First Semester,,Technical elective course,4
Electrical Engineering,Third Year,Second Semester,,Technical elective course,4
Electrical Engineering,Third Year,First Semester,,General Education course (choose a Humanities or Social/Behavioral Science course with Cultural Studies designation),3
Electrical Engineering,Third Year,Second Semester,,Free elective course,3
Electrical Engineering,Fourth Year,First Semester,,Technical elective course,3
Electrical Engineering,Fourth Year,Second Semester,ECE 445,ECE 445,4
Electrical Engineering,Fourth Year,First Semester,,Technical elective course,3
Electrical Engineering,Fourth Year,Second Semester,,Technical elective course,3
Electrical Engineering,Fourth Year,First Semester,,Technical elective course,4
Electrical Engineering,Fourth Year,Second Semester,,Technical elective course,4
Electrical Engineering,Fourth Year,First Semester,,Free elective course,3
Electrical Engineering,Fourth Year,Second Semester,,Free elective course,3
Electrical Engineering,Fourth Year,First Semester,,General Education course (choose a Humanities or Social/Behavioral Science course with Cultural Studies designation),3
Elementary Education,First Year,First Semester,EDUC 101,EDUC 101,1
Elementary Education,First Year,Second Semester,,Composition I or General Education course,3
Elementary Education,First Year,First Semester,EDUC 201,EDUC 201,3
Elementary Education,First Year,Second Semester,,General Education course,3
Elementary Education,First Year,First Semester,,Composition I or General Education course,4
Elementary Education,First Year,Second Semester,,General Education course,3
Elementary Education,First Year,First Semester,,Language Other Than English (3rd level) or Elective course,4
Elementary Education,First Year,Second Semester,MATH 117,MATH 117,4
Elementary Education,First Year,First Semester,,General Education course,3
Elementary Education,First Year,Second Semester,,Elective course,3
Elementary Education,Second Year,First Semester,CI 415,CI 415,3
Elementary Education,Second Year,Second Semester,EDUC 202,EDUC 202,3
Elementary Education,Second Year,First Semester,EPSY 201,EPSY 201,3
Elementary Education,Second Year,Second Semester,,General Education course,3
Elementary Education,Second Year,First Semester,,General Education course,3
Elementary Education,Second Year,Second Semester,KIN 268,KIN 268 (now HK 263),3
Elementary Education,Second Year,First Semester,MATH 103,MATH 103,4
Elementary Education,Second Year,Second Semester,,Elective course,3
Elementary Education,Second Year,First Semester,,Elective course,3
Elementary Education,Second Year,Second Semester,,Elective course,3
Elementary Education,Third Year,First Semester,CI 405,CI 405,3
Elementary Education,Third Year,Second Semester,CI 432,CI 432,3
Elementary Education,Third Year,First Semester,CI 430,CI 430,3
Elementary Education,Third Year,Second Semester,CI 448,CI 448,3
Elementary Education,Third Year,First Semester,CI 450,CI 450,3
Elementary Education,Third Year,Second Semester,CI 451,CI 451,3
Elementary Education,Third Year,First Semester,CI 467,CI 467,3
Elementary Education,Third Year,Second Semester,CI 475,CI 475,3
Elementary Education,Third Year,First Semester,FAA 202,FAA 202,3
Elementary Education,Fourth Year,First Semester,CI 406,CI 406,3
Elementary Education,Fourth Year,Second Semester,CI 407,CI 407,3
Elementary Education,Fourth Year,First Semester,CI 452,CI 452,3
Elementary Education,Fourth Year,Second Semester,EDPR 432,EDPR 432,12
Elementary Education,Fourth Year,First Semester,CI 476,CI 476,3
Elementary Education,Fourth Year,First Semester,EDPR 250,EDPR 250,4
Elementary Education,Fourth Year,First Semester,SPED 405,SPED 405,3
Engineering Mechanics,First Year,First Semester,TAM 195,TAM 195,1
Engineering Mechanics,First Year,Second Semester,CS 101,CS 101,3
Engineering Mechanics,First Year,First Semester,MATH 221,MATH 221,4
Engineering Mechanics,First Year,Second Semester,MATH 231,MATH 231,3
Engineering Mechanics,First Year,First Semester,CHEM 102,CHEM 102,3
Engineering Mechanics,First Year,Second Semester,PHYS 211,PHYS 211,4
Engineering Mechanics,First Year,First Semester,CHEM 103,CHEM 103,1
Engineering Mechanics,First Year,Second Semester,,General Education course (choose a Humanities or Social/Behavioral Science course with Cultural Studies designation),3
Engineering Mechanics,First Year,First Semester,ENG 100,ENG 100,1
Engineering Mechanics,First Year,Second Semester,ME 170,ME 170 or Composition I course,3-4
Engineering Mechanics,First Year,First Semester,,Composition I course or ME 170,4-3
Engineering Mechanics,First Year,First Semester,,Free elective course,3
Engineering Mechanics,Second Year,First Semester,TAM 211,TAM 211,3
Engineering Mechanics,Second Year,Second Semester,TAM 212,TAM 212,3
Engineering Mechanics,Second Year,First Semester,MATH 257,MATH 257,3
Engineering Mechanics,Second Year,Second Semester,MATH 241,MATH 241,4
Engineering Mechanics,Second Year,First Semester,CHEM 104,CHEM 104,3
Engineering Mechanics,Second Year,Second Semester,PHYS 212,PHYS 212,4
Engineering Mechanics,Second Year,First Semester,CHEM 105,CHEM 105,1
Engineering Mechanics,Second Year,Second Semester,TAM 251,TAM 251,3
Engineering Mechanics,Second Year,First Semester,TAM 270,TAM 270,3
Engineering Mechanics,Second Year,Second Semester,TAM 252,TAM 252,1
Engineering Mechanics,Second Year,First Semester,ME 290,ME 290,0
Engineering Mechanics,Second Year,First Semester,,General Education course (choose a Humanities or Social/Behavioral Science course with Cultural Studies designation),3
Engineering Mechanics,Third Year,First Semester,TAM 335,TAM 335,4
Engineering Mechanics,Third Year,Second Semester,TAM 324,TAM 324,4
Engineering Mechanics,Third Year,First Semester,MATH 441,MATH 441,3
Engineering Mechanics,Third Year,Second Semester,TAM 412,TAM 412,4
Engineering Mechanics,Third Year,First Semester,ME 200,ME 200,3
Engineering Mechanics,Third Year,Second Semester,PHYS 213,PHYS 213,2
Engineering Mechanics,Third Year,First Semester,ECE 205,ECE 205,3
Engineering Mechanics,Third Year,Second Semester,PHYS 214,PHYS 214,2
Engineering Mechanics,Third Year,First Semester,,Language Other Than English (3rd level) course,4
Engineering Mechanics,Third Year,Second Semester,TAM 445,TAM 445,4
Engineering Mechanics,Fourth Year,First Semester,MATH 442,MATH 442,3
Engineering Mechanics,Fourth Year,Second Semester,,Secondary Field elective course or ME 470,3
Engineering Mechanics,Fourth Year,First Semester,ME 470,ME 470,3
Engineering Mechanics,Fourth Year,Second Semester,,Secondary Field Eeective course,3
Engineering Mechanics,Fourth Year,First Semester,TAM 470,TAM 470,3
Engineering Mechanics,Fourth Year,Second Semester,,Secondary Field elective course,3
Engineering Mechanics,Fourth Year,First Semester,,Secondary Field elective course,3
Engineering Mechanics,Fourth Year,Second Semester,,General Education course (choose a Humanities or Social/Behavioral Science course with Cultural Studies designation),3
Engineering Mechanics,Fourth Year,First Semester,,General Education course (choose a Humanities or Social/Behavioral Science course),3
Engineering Mechanics,Fourth Year,Second Semester,,Free elective course,4
Engineering Technology & Management for Agricultural Systems,First Year,First Semester,ETMA 100,ETMA 100,3
Engineering Technology & Management for Agricultural Systems,First Year,Second Semester,CHEM 102,CHEM 102,3
Engineering Technology & Management for Agricultural Systems,First Year,First Semester,ACES 101,ACES 101,2
Engineering Technology & Management for Agricultural Systems,First Year,Second Semester,CHEM 103,CHEM 103,1
Engineering Technology & Management for Agricultural Systems,First Year,First Semester,RHET 105,RHET 105,4
Engineering Technology & Management for Agricultural Systems,First Year,Second Semester,CMN 101,CMN 101,3
Engineering Technology & Management for Agricultural Systems,First Year,First Semester,ACE 100,ACE 100,4
Engineering Technology & Management for Agricultural Systems,First Year,Second Semester,MATH 234,MATH 234,4
Engineering Technology & Management for Agricultural Systems,First Year,First Semester,,Language Other than English (3rd level),4
Engineering Technology & Management for Agricultural Systems,First Year,Second Semester,,ETMA Elective,3
Engineering Technology & Management for Agricultural Systems,Second Year,First Semester,CHEM 104,CHEM 104,3
Engineering Technology & Management for Agricultural Systems,Second Year,Second Semester,PHYS 101,PHYS 101,5
Engineering Technology & Management for Agricultural Systems,Second Year,First Semester,CHEM 105,CHEM 105,1
Engineering Technology & Management for Agricultural Systems,Second Year,Second Semester,,ETMA Elective,3
Engineering Technology & Management for Agricultural Systems,Second Year,First Semester,CS 105,CS 105,3
Engineering Technology & Management for Agricultural Systems,Second Year,Second Semester,,Quantitative Reasoning General Education course,3
Engineering Technology & Management for Agricultural Systems,Second Year,First Semester,,Business Elective,3
Engineering Technology & Management for Agricultural Systems,Second Year,Second Semester,,ETMA Elective,3
Engineering Technology & Management for Agricultural Systems,Second Year,First Semester,,ETMA Elective,2
Engineering Technology & Management for Agricultural Systems,Second Year,Second Semester,,Introductory related course,3
Engineering Technology & Management for Agricultural Systems,Second Year,First Semester,,General Education course,3
Engineering Technology & Management for Agricultural Systems,Third Year,First Semester,ETMA 422,ETMA 422,3
Engineering Technology & Management for Agricultural Systems,Third Year,Second Semester,ETMA 339,ETMA 339,3
Engineering Technology & Management for Agricultural Systems,Third Year,First Semester,,ETMA Elective,3
Engineering Technology & Management for Agricultural Systems,Third Year,Second Semester,,Concentration Elective,3
Engineering Technology & Management for Agricultural Systems,Third Year,First Semester,,Concentration Elective,3
Engineering Technology & Management for Agricultural Systems,Third Year,Second Semester,,Business Elective,3
Engineering Technology & Management for Agricultural Systems,Third Year,First Semester,,Introductory Related Course,3
Engineering Technology & Management for Agricultural Systems,Third Year,Second Semester,,General Education course,3
Engineering Technology & Management for Agricultural Systems,Third Year,First Semester,,General Education course,3
Engineering Technology & Management for Agricultural Systems,Third Year,Second Semester,,General Education course,3
Engineering Technology & Management for Agricultural Systems,Fourth Year,First Semester,ETMA 430,ETMA 430,2
Engineering Technology & Management for Agricultural Systems,Fourth Year,Second Semester,ETMA 439,ETMA 439,4
Engineering Technology & Management for Agricultural Systems,Fourth Year,First Semester,,ETMA Elective,3
Engineering Technology & Management for Agricultural Systems,Fourth Year,Second Semester,,ETMA Elective,3
Engineering Technology & Management for Agricultural Systems,Fourth Year,First Semester,,Concentration Elective,3
Engineering Technology & Management for Agricultural Systems,Fourth Year,Second Semester,,Concentration Elective,3
Engineering Technology & Management for Agricultural Systems,Fourth Year,First Semester,,Concentration Elective,3
Engineering Technology & Management for Agricultural Systems,Fourth Year,Second Semester,,General Education course,3
Engineering Technology & Management for Agricultural Systems,Fourth Year,First Semester,,Concentration Elective,3
Engineering Technology & Management for Agricultural Systems,Fourth Year,Second Semester,,General Education course,3
Engineering Technology & Management for Agricultural Systems,Fourth Year,First Semester,,General Education course,3
Environmental Engineering,First Year,First Semester,CEE 190,CEE 190,4
Environmental Engineering,First Year,Second Semester,MATH 231,MATH 231,3
Environmental Engineering,First Year,First Semester,ENG 100,ENG 100,1
Environmental Engineering,First Year,Second Semester,CHEM 104,CHEM 104,3
Environmental Engineering,First Year,First Semester,MATH 221,MATH 221,4
Environmental Engineering,First Year,Second Semester,CHEM 105,CHEM 105,1
Environmental Engineering,First Year,First Semester,CHEM 102,CHEM 102,3
Environmental Engineering,First Year,Second Semester,PHYS 211,PHYS 211,4
Environmental Engineering,First Year,First Semester,CHEM 103,CHEM 103,1
Environmental Engineering,First Year,Second Semester,CS 101,CS 101,3
Environmental Engineering,First Year,First Semester,,Composition I or SE 101,4-3
Environmental Engineering,First Year,Second Semester,SE 101,SE 101 or Composition I course,3-4
Environmental Engineering,Second Year,First Semester,CEE 201,CEE 201,3
Environmental Engineering,Second Year,Second Semester,CEE 202,CEE 202,3
Environmental Engineering,Second Year,First Semester,MATH 241,MATH 241,4
Environmental Engineering,Second Year,Second Semester,TAM 211,TAM 211,3
Environmental Engineering,Second Year,First Semester,MATH 257,MATH 257,3
Environmental Engineering,Second Year,Second Semester,,Primary field course,3
Environmental Engineering,Second Year,First Semester,ATMS 202,ATMS 202,3
Environmental Engineering,Second Year,Second Semester,,Primary field course,2
Environmental Engineering,Second Year,First Semester,,General Education course (choose a Humanities or Social/Behavioral Science course with Cultural Studies designation),3
Environmental Engineering,Second Year,Second Semester,,Language Other Than English (3rd level) course,4
Environmental Engineering,Third Year,First Semester,CEE 331,CEE 331,4
Environmental Engineering,Third Year,Second Semester,MATH 285,MATH 285,3
Environmental Engineering,Third Year,First Semester,TAM 212,TAM 212,3
Environmental Engineering,Third Year,Second Semester,CEE 340,CEE 340,3
Environmental Engineering,Third Year,First Semester,CEE 330,CEE 330,3
Environmental Engineering,Third Year,Second Semester,CEE 350,CEE 350,3
Environmental Engineering,Third Year,First Semester,,Primary field course,3
Environmental Engineering,Third Year,Second Semester,,Primary field course,3
Environmental Engineering,Third Year,First Semester,,Primary field course,3
Environmental Engineering,Third Year,Second Semester,,General Education course (choose a Humanities or Social/Behavioral Science course with Cultural Studies designation),3
Environmental Engineering,Fourth Year,First Semester,CEE 495,CEE 495,0
Environmental Engineering,Fourth Year,Second Semester,CEE 449,CEE 449,3
Environmental Engineering,Fourth Year,First Semester,,Primary field course,3
Environmental Engineering,Fourth Year,Second Semester,CEE 453,CEE 453,4
Environmental Engineering,Fourth Year,First Semester,,Primary field course,3
Environmental Engineering,Fourth Year,Second Semester,,Primary field course,3
Environmental Engineering,Fourth Year,First Semester,,Primary field course,3
Environmental Engineering,Fourth Year,Second Semester,,Free elective course,3
Environmental Engineering,Fourth Year,First Semester,,Primary field course,4
Environmental Engineering,Fourth Year,Second Semester,,Free elective course,3
Environmental Engineering,Fourth Year,First Semester,,General Education course (choose a Humanities or Social/Behavioral Science course with Cultural Studies designation),3
Finance,First Year,First Semester,BUS 101,BUS 101,3
Finance,First Year,Second Semester,ECON 103,ECON 103,3
Finance,First Year,First Semester,ECON 102,ECON 102,3
Finance,First Year,Second Semester,CS 105,CS 105,3
Finance,First Year,First Semester,,Language other than English (3rd level),4
Finance,First Year,Second Semester,FIN 221,FIN 221,3
Finance,First Year,First Semester,,General Education Course,3
Finance,First Year,Second Semester,,Business Core Math,3
Finance,First Year,First Semester,,Composition I or CMN 101,4
Finance,First Year,Second Semester,CMN 101,CMN 101,3
Finance,Second Year,First Semester,FIN 300,FIN 300,3
Finance,Second Year,Second Semester,FIN 321,FIN 321,3
Finance,Second Year,First Semester,ACCY 201,ACCY 201,3
Finance,Second Year,Second Semester,ACCY 202,ACCY 202,3
Finance,Second Year,First Semester,BADM 210,BADM 210,3
Finance,Second Year,Second Semester,BADM 211,BADM 211,3
Finance,Second Year,First Semester,BUS 201,BUS 201,3
Finance,Second Year,Second Semester,,General Education Course,3
Finance,Second Year,First Semester,,General Education Course,4
Finance,Second Year,Second Semester,,General Education Course,4
Finance,Third Year,First Semester,BADM 300,BADM 300,3
Finance,Third Year,Second Semester,,FIN 4XX,3
Finance,Third Year,First Semester,BUS 301,BUS 301,3
Finance,Third Year,Second Semester,,"FIN 2XX, 3XX or 4XX",3
Finance,Third Year,First Semester,FIN 411,FIN 411,3
Finance,Third Year,Second Semester,BADM 275,BADM 275,3
Finance,Third Year,First Semester,,General Education Course,3
Finance,Third Year,Second Semester,BADM 310,BADM 310,3
Finance,Third Year,First Semester,,General Education Course,3
Finance,Third Year,Second Semester,,General Education Course,3
Finance,Fourth Year,First Semester,,FIN 4XX,3
Finance,Fourth Year,Second Semester,,FIN 4XX,3
Finance,Fourth Year,First Semester,BUS 401,BUS 401,3
Finance,Fourth Year,Second Semester,,FIN 4XX,3
Finance,Fourth Year,First Semester,BADM 320,BADM 320,3
Finance,Fourth Year,Second Semester,BADM 449,BADM 449,3
Finance,Fourth Year,First Semester,,General Education Course,3
Finance,Fourth Year,Second Semester,,Free Elective Course,3
Finance,Fourth Year,First Semester,,Free Elective Course,3
Finance,Fourth Year,Second Semester,,Free Elective Course,3
Finance + Data Science,First Year,First Semester,BUS 101,BUS 101,3
Finance + Data Science,First Year,Second Semester,ECON 103,ECON 103,3
Finance + Data Science,First Year,First Semester,ECON 102,ECON 102,3
Finance + Data Science,First Year,Second Semester,STAT 107,STAT 107,4
Finance + Data Science,First Year,First Semester,,Language Other than English (3rd level),4
Finance + Data Science,First Year,Second Semester,FIN 221,FIN 221,3
Finance + Data Science,First Year,First Semester,,Composition I or CMN 101,4
Finance + Data Science,First Year,Second Semester,MATH 234,MATH 234,4
Finance + Data Science,First Year,First Semester,CMN 101,CMN 101,3
Finance + Data Science,Second Year,First Semester,FIN 300,FIN 300,3
Finance + Data Science,Second Year,Second Semester,FIN 321,FIN 321,3
Finance + Data Science,Second Year,First Semester,ACCY 201,ACCY 201,3
Finance + Data Science,Second Year,Second Semester,ACCY 202,ACCY 202,3
Finance + Data Science,Second Year,First Semester,STAT 207,STAT 207,4
Finance + Data Science,Second Year,Second Semester,CS 307,CS 307,4
Finance + Data Science,Second Year,First Semester,MATH 227,MATH 227,3
Finance + Data Science,Second Year,Second Semester,IS 467,IS 467,3
Finance + Data Science,Second Year,First Semester,BUS 201,BUS 201,3
Finance + Data Science,Second Year,Second Semester,,General Education course (select a course that satisfies Cultural Studies and Humanities & the Arts requirements),3
Finance + Data Science,Third Year,First Semester,FIN 411,FIN 411,3
Finance + Data Science,Third Year,Second Semester,,FIN 4XX,3
Finance + Data Science,Third Year,First Semester,BUS 301,BUS 301,3
Finance + Data Science,Third Year,Second Semester,CS 277,CS 277,4
Finance + Data Science,Third Year,First Semester,BADM 300,BADM 300,3
Finance + Data Science,Third Year,Second Semester,BADM 275,BADM 275,3
Finance + Data Science,Third Year,First Semester,,General Education course,3
Finance + Data Science,Third Year,Second Semester,BADM 310,BADM 310,3
Finance + Data Science,Third Year,First Semester,,General Education course,3
Finance + Data Science,Third Year,Second Semester,,General Education course,3
Finance + Data Science,Fourth Year,First Semester,,FIN 4XX,3
Finance + Data Science,Fourth Year,Second Semester,,FIN 4XX,3
Finance + Data Science,Fourth Year,First Semester,BUS 401,BUS 401,3
Finance + Data Science,Fourth Year,Second Semester,,FIN 4XX,3
Finance + Data Science,Fourth Year,First Semester,BADM 320,BADM 320,3
Finance + Data Science,Fourth Year,Second Semester,BADM 449,BADM 449,3
Finance + Data Science,Fourth Year,First Semester,IS 477,IS 477,3
Finance + Data Science,Fourth Year,Second Semester,,General Education course,3
Finance + Data Science,Fourth Year,First Semester,,General Education course (select a course that satisfies Cultural Studies and Humanities & the Arts requirements),3
Finance + Data Science,Fourth Year,Second Semester,,General Education course (select a course that satisfies Cultural Studies and Humanities & the Arts requirements),3
Food Science,First Year,First Semester,IB 100,IB 100,3
Food Science,First Year,Second Semester,FSHN 120,FSHN 120,3
Food Science,First Year,First Semester,MATH 220,MATH 220,5
Food Science,First Year,Second Semester,RHET 105,RHET 105,4
Food Science,First Year,First Semester,CMN 101,CMN 101,3
Food Science,First Year,Second Semester,CHEM 102,CHEM 102,4
Food Science,First Year,First Semester,FSHN 101,FSHN 101,3
Food Science,First Year,Second Semester,FSHN 232,FSHN 232,3
Food Science,First Year,First Semester,ACES 101,ACES 101,2
Food Science,First Year,Second Semester,,Gen Ed: Humanities/Social Science/Cultural Study,3
Food Science,Second Year,First Semester,CHEM 104,CHEM 104,4
Food Science,Second Year,Second Semester,CHEM 232,CHEM 232,4
Food Science,Second Year,First Semester,MCB 100,MCB 100,3
Food Science,Second Year,Second Semester,,Statistics,3
Food Science,Second Year,First Semester,PHYS 101,PHYS 101,5
Food Science,Second Year,Second Semester,FSHN 201,FSHN 201,3
Food Science,Second Year,First Semester,FSHN 230,FSHN 230,1
Food Science,Second Year,Second Semester,FSHN 260,FSHN 260,2
Food Science,Second Year,First Semester,,Gen Ed: Humanities/Social Science/Cultural Study,3
Food Science,Second Year,Second Semester,,Gen Ed: Humanities/Social Science/Cultural Study,3
Food Science,Third Year,First Semester,MCB 450,MCB 450,3
Food Science,Third Year,Second Semester,FSHN 418,FSHN 418,4
Food Science,Third Year,First Semester,FSHN 302,FSHN 302,3
Food Science,Third Year,Second Semester,FSHN 471,FSHN 471,3
Food Science,Third Year,First Semester,FSHN 414,FSHN 414,3
Food Science,Third Year,Second Semester,FSHN 472,FSHN 472,3
Food Science,Third Year,First Semester,FSHN 416,FSHN 416,3
Food Science,Third Year,Second Semester,FSHN 481,FSHN 481,3
Food Science,Third Year,First Semester,FSHN 460,FSHN 460,3
Food Science,Third Year,Second Semester,,Elective or Language Other Than English (3rd level),4
Food Science,Fourth Year,First Semester,,Advanced Composition,3
Food Science,Fourth Year,Second Semester,FSHN 466,FSHN 466,4
Food Science,Fourth Year,First Semester,FSHN 419,FSHN 419,3
Food Science,Fourth Year,Second Semester,,Gen Ed: Humanities/Social Science/Cultural Study,3
Food Science,Fourth Year,First Semester,FSHN 483,FSHN 483,3
Food Science,Fourth Year,Second Semester,,Major elective course,3
Food Science,Fourth Year,First Semester,,Gen Ed: Humanities/Social Science/Cultural Study,3
Food Science,Fourth Year,Second Semester,,Advanced Major elective course,3
Food Science,Fourth Year,First Semester,,Major elective course,2
Food Science,Fourth Year,Second Semester,,Advanced Major elective course,3
Geology,First Year,First Semester,,Free elective course,1
Geology,First Year,Second Semester,GEOL 208,GEOL 208,4
Geology,First Year,First Semester,,Composition I or General Education course,3
Geology,First Year,Second Semester,,General Education course or Composition 1,3
Geology,First Year,First Semester,CHEM 102,CHEM 102,3
Geology,First Year,Second Semester,CHEM 104,CHEM 104,3
Geology,First Year,First Semester,CHEM 103,CHEM 103,2
Geology,First Year,Second Semester,CHEM 105,CHEM 105,1
Geology,First Year,First Semester,,Language Other than English (3rd level),4
Geology,First Year,Second Semester,GEOL 107,GEOL 107,4
Geology,First Year,First Semester,,Free elective course,2
Geology,First Year,Second Semester,,Free elective course,2
Geology,Second Year,First Semester,MATH 220,MATH 220,5
Geology,Second Year,Second Semester,MATH 231,MATH 231,3
Geology,Second Year,First Semester,GEOL 143,GEOL 143,3
Geology,Second Year,Second Semester,GEOL 411,GEOL 411,4
Geology,Second Year,First Semester,,General Education course,3
Geology,Second Year,Second Semester,GEOL 432,GEOL 432,4
Geology,Second Year,First Semester,,General Education Course,3
Geology,Second Year,Second Semester,PHYS 211,PHYS 211,4
Geology,Second Year,First Semester,,Free elective course,3
Geology,Third Year,First Semester,PHYS 212,PHYS 212,5
Geology,Third Year,Second Semester,GEOL 417,GEOL 417,6
Geology,Third Year,First Semester,GEOL 440,GEOL 440,4
Geology,Third Year,Second Semester,GEOL 436,GEOL 436,4
Geology,Third Year,First Semester,MATH 241,MATH 241,4
Geology,Third Year,Second Semester,MATH 225,MATH 225,3
Geology,Third Year,First Semester,,Free elective course,2
Geology,Third Year,Second Semester,,General Education Course,3
Geology,Fourth Year,First Semester,GEOL 450,GEOL 450,4
Geology,Fourth Year,Second Semester,GEOL 460,GEOL 460,3
Geology,Fourth Year,First Semester,,Geology 300-400 level  course,3
Geology,Fourth Year,Second Semester,,Geology 300-400 level course,3
Geology,Fourth Year,First Semester,,General Education Course,3
Geology,Fourth Year,Second Semester,,Technical Geology course,3
Geology,Fourth Year,First Semester,,General Education Course,3
Geology,Fourth Year,Second Semester,,General Education Course,3
Geology,Fourth Year,First Semester,,Free elective course,3
Geology,Fourth Year,Second Semester,,General Education Course,3
Hospitality Management,First Year,First Semester,FSHN 123,FSHN 123,1
Hospitality Management,First Year,Second Semester,,Composition 1 or ALEC 115 or CMN 101 or CMN 112,4
Hospitality Management,First Year,First Semester,,Composition 1 or ALEC 115 or CMN 101 or CMN 111,3
Hospitality Management,First Year,Second Semester,FSHN 145,FSHN 145,3
Hospitality Management,First Year,First Semester,FSHN 140,FSHN 140,3
Hospitality Management,First Year,Second Semester,,Statistics course from degree list,3
Hospitality Management,First Year,First Semester,PSYC 100,PSYC 100,4
Hospitality Management,First Year,Second Semester,,Language Other than English (3rd level),4
Hospitality Management,First Year,First Semester,ACE 161,ACE 161,3
Hospitality Management,First Year,Second Semester,,General Education course,3
Hospitality Management,Second Year,First Semester,FSHN 101,FSHN 101,3
Hospitality Management,Second Year,Second Semester,FSHN 120,FSHN 120,3
Hospitality Management,Second Year,First Semester,ECON 102,ECON 102,3
Hospitality Management,Second Year,Second Semester,FSHN 232,FSHN 232,3
Hospitality Management,Second Year,First Semester,ANSC 309,ANSC 309,2
Hospitality Management,Second Year,Second Semester,FSHN 346,FSHN 346,3
Hospitality Management,Second Year,First Semester,CHEM 101,CHEM 101,3
Hospitality Management,Second Year,Second Semester,FSHN 292,FSHN 292,1
Hospitality Management,Second Year,First Semester,,General Education course,3
Hospitality Management,Second Year,Second Semester,,General Education course,3
Hospitality Management,Second Year,First Semester,,Free Elective course,3
Hospitality Management,Second Year,Second Semester,,Free Elective course,4
Hospitality Management,Third Year,First Semester,FSHN 345,FSHN 345,3
Hospitality Management,Third Year,Second Semester,FSHN 249,FSHN 249,1
Hospitality Management,Third Year,First Semester,ACCY 200,ACCY 200,3
Hospitality Management,Third Year,Second Semester,FSHN 340,FSHN 340,4
